Contix ZRD tabl. dojelitowe(20 mg) - 7 szt.,13.66
Contour Plus test paskowy - 50 szt.,4.28
Contour TS test paskowy - 50 szt.,4.28
Contracid tabl. dojelitowe(20 mg) - 28 szt.,6.43
Contractubex® żel - tuba 20 g,38.59
Contractubex® żel - tuba 50 g,72.73
Contrahist Allergy tabl. powl.(5 mg) - 10 szt.,5.40
"Contrahist roztw. doustny(0,5 mg/ml) - but. 200 ml",10.66
Contrahist tabl. powl.(5 mg) - 28 szt.,10.45
Contrahist tabl. powl.(5 mg) - 56 szt.,9.23
Contrahist tabl. powl.(5 mg) - 7 szt.,5.08
Contrahist tabl. powl.(5 mg) - 84 szt.,12.65
"Contraseton system terapeutyczny dopoch.((0,12 mg+0,015 mg)/24 h) - 1 szt.",33.00
"Contraseton system terapeutyczny dopoch.((0,12 mg+0,015 mg)/24 h) - 3 szt.",99.00
Controloc Control tabl. dojelitowe(20 mg) - 14 szt.,12.04
"Combigan krople do oczu, roztw.((2 mg+5 mg)/ml) - but. 5 ml",15.82
Combivir® tabl. powl.(150 mg+300 mg) - 60 szt.,2471.00
"Comboterol aerozol inhalacyjny, zaw.((25 µg+125 µg)/dawkę) - 1 pojemnik 120 dawek",3.63
"Comboterol aerozol inhalacyjny, zaw.((25 µg+250 µg)/dawkę) - 1 poj. 120 dawek",4.34
Compliflora Baby krople krople doustne - but. 5 ml,23.99
Compliflora Family kaps. - 10 szt.,18.49
Compliflora Femina kaps. - 10 szt.,22.99
Compliflora proszek - 10 saszetek,21.49
Comtan® tabl. powl.(200 mg) - 30 szt.,138.63
Comtan® tabl. powl.(200 mg) - 60 szt.,265.25
Comtess tabl. powl.(200 mg) - 30 szt.,210.28
Comtess tabl. powl.(200 mg) - 60 szt.,431.07
Concerta® tabl. o przedł. uwalnianiu(18 mg) - 30 szt.,8.17
Concerta® tabl. o przedł. uwalnianiu(36 mg) - 30 szt.,9.79
Concor®  5 tabl. powl.(5 mg) - 30 szt.,40.01
Concor®  5 tabl. powl.(5 mg) - 50 szt.,36.45
Concor® 10 tabl. powl.(10 mg) - 30 szt.,55.14
Concor® 10 tabl. powl.(10 mg) - 50 szt.,55.14
"Concor® COR  1,25 tabl. powl.(1,25 mg) - 28 szt.",17.54
"Concor® COR  1,25 tabl. powl.(1,25 mg) - 56 szt.",26.72
"Concor® COR  2,5 tabl. powl.(2,5 mg) - 28 szt.",24.52
"Concor® COR  2,5 tabl. powl.(2,5 mg) - 56 szt.",32.13
"Concor® COR  3,75 tabl. powl.(3,75 mg) - 28 szt.",22.17
"Concor® COR  3,75 tabl. powl.(3,75 mg) - 56 szt.",36.94
Concor® COR  5 tabl. powl.(5 mg) - 28 szt.,32.40
Concor® COR  5 tabl. powl.(5 mg) - 56 szt.,41.14
"Concor® COR  7,5 tabl. powl.(7,5 mg) - 28 szt.",39.68
"Concor® COR  7,5 tabl. powl.(7,5 mg) - 56 szt.",52.68
Concor® COR 10 tabl. powl.(10 mg) - 28 szt.,49.00
Concor® COR 10 tabl. powl.(10 mg) - 56 szt.,64.57
Concoram tabl.(10 mg+10 mg) - 30 szt.,32.89
Concoram tabl.(10 mg+5 mg) - 30 szt.,31.04
Concoram tabl.(5 mg+10 mg) - 30 szt.,31.04
Concoram tabl.(5 mg+5 mg) - 30 szt.,31.04
"Condyline® roztw. na skórę(5 mg/ml) - but. 3,5 ml",62.63
Contix tabl. dojelitowe(20 mg) - 112 szt.,11.87
Contix tabl. dojelitowe(20 mg) - 14 szt.,2.94
Contix tabl. dojelitowe(20 mg) - 28 szt.,14.45
Contix tabl. dojelitowe(20 mg) - 84 szt.,19.00
Contix tabl. dojelitowe(40 mg) - 112 szt.,22.51
Controloc Control tabl. dojelitowe(20 mg) - 7 szt.,9.09
Controloc® 20 tabl. dojelitowe(20 mg) - 100 szt.,48.20
Controloc® 20 tabl. dojelitowe(20 mg) - 14 szt.,3.28
Controloc® 20 tabl. dojelitowe(20 mg) - 28 szt.,6.55
Controloc® 40 tabl. dojelitowe(40 mg) - 100 szt.,80.33
Controloc® 40 tabl. dojelitowe(40 mg) - 14 szt.,5.44
Controloc® 40 tabl. dojelitowe(40 mg) - 28 szt.,10.41
Controloc® proszek do sporz. roztw. do wstrz.(40 mg) - 1 fiolka,12.70
"Convafort® tabl. drażowane(15,7 mg) - 30 szt.",7.06
Convival Chrono tabl. o przedł. uwalnianiu(500 mg) - 50 szt.,0.00
Convulex® 150 kaps.(150 mg) - 100 szt.,5.08
Convulex® 300 kaps.(300 mg) - 100 szt.,1.09
Convulex® 500 kaps.(500 mg) - 100 szt.,0.00
Convulex® syrop(50 mg/ml) - but. 100 ml,9.10
Copper T 380 A wkładka - 1 szt. z aplikatorem,30.50
Cordarone® roztw. do wstrz.(150 mg/3 ml) - 6 amp. 3 ml,26.40
Cordarone® tabl.(200 mg) - 30 szt.,24.96
Corectin  5 tabl. powl.(5 mg) - 60 szt.,3.20
Corectin 10 tabl. powl.(10 mg) - 60 szt.,6.40
Corhydron  25 proszek i rozp. do sporz. roztw. do wstrz. i (lub) inf.(25 mg) - 5 fiolek + 5 amp. rozp.,99.68
Corhydron 100 proszek i rozp. do sporz. roztw. do wstrz. i (lub) inf.(100 mg) - 5 fiolek + 5 amp. rozp.,119.30
Corneregel® żel do oczu(50 mg/g) - tuba  5 g,21.50
Coronal 10 tabl. powl.(10 mg) - 30 szt.,3.20
Coronal 10 tabl. powl.(10 mg) - 60 szt.,6.40
Coronal 5 tabl. powl.(5 mg) - 30 szt.,3.20
Coronal 5 tabl. powl.(5 mg) - 60 szt.,3.20
Coroswera tabl. powl.(10 mg+10 mg) - 30 szt.,14.25
Coroswera tabl. powl.(20 mg+10 mg) - 30 szt.,14.25
Corotrope® roztw. do wstrz.(1 mg/ml) - 10 amp. 10 ml,1874.08
"Corsodyl 0,1% płyn do płukania jamy ustnej(0,1%) - but. 200 ml",16.99
"Corsodyl 0,2% płyn do stos. w j. ustnej(0,2%) - but. 300 ml",19.99
Cortiment MMX tabl. o przedł. uwalnianiu(9 mg) - 30 szt.,3.20
Contix tabl. dojelitowe(40 mg) - 14 szt.,5.72
Contix tabl. dojelitowe(40 mg) - 28 szt.,20.60
Contix tabl. dojelitowe(40 mg) - 84 szt.,33.00
Contix ZRD tabl. dojelitowe(20 mg) - 14 szt.,21.95
Contix ZRD tabl. dojelitowe(20 mg) - 7 szt.,13.66
Contour Plus test paskowy - 50 szt.,4.28
Contour TS test paskowy - 50 szt.,4.28
Contracid tabl. dojelitowe(20 mg) - 28 szt.,6.43
Contractubex® żel - tuba 20 g,38.59
Contractubex® żel - tuba 50 g,72.73
Contrahist Allergy tabl. powl.(5 mg) - 10 szt.,5.40
"Contrahist roztw. doustny(0,5 mg/ml) - but. 200 ml",10.66
Contrahist tabl. powl.(5 mg) - 28 szt.,10.45
Contrahist tabl. powl.(5 mg) - 56 szt.,9.23
Contrahist tabl. powl.(5 mg) - 7 szt.,5.08
Contrahist tabl. powl.(5 mg) - 84 szt.,12.65
"Contraseton system terapeutyczny dopoch.((0,12 mg+0,015 mg)/24 h) - 1 szt.",33.00
"Contraseton system terapeutyczny dopoch.((0,12 mg+0,015 mg)/24 h) - 3 szt.",99.00
Controloc Control tabl. dojelitowe(20 mg) - 14 szt.,12.04
"Cortineff ophtalm. 0,1% maść do oczu(1 mg/g) - 3 g",24.00
Cortineff tabl.(100 µg) - 20 szt.,3.20
"Coryol tabl.(12,5 mg) - 30 szt.",7.54
Coryol tabl.(25 mg) - 30 szt.,7.91
"Coryol tabl.(3,125 mg) - 30 szt.",7.27
"Coryol tabl.(6,25 mg) - 30 szt.",6.16
Cosinus Spray Zatoki i nos spray do nosa - but. 60 ml,12.00
Cosinus Zatoki i nos tabl. - 30 szt.,14.34
CosmoFer roztw. do wstrz. i (lub) inf.(50 mg Fe 3+/ml) - 5 amp. 2 ml,153.90
"Cosopt® krople do oczu, roztw.((20 mg+5 mg)/ml) - but. 5 ml",12.01
Cozaar® tabl. powl.(100 mg) - 28 szt.,9.62
Cozaar® tabl. powl.(50 mg) - 28 szt.,5.59
"Cratonic tabl. powl.(124,8 mg) - 30 szt.",12.16
Cravisol® płyn doustny - but. 100 ml,12.91
Crestor tabl. powl.(10 mg) - 28 szt.,125.00
Crestor tabl. powl.(20 mg) - 28 szt.,189.00
Crestor tabl. powl.(40 mg) - 28 szt.,239.00
Controloc Control tabl. dojelitowe(20 mg) - 7 szt.,9.09
Controloc® 20 tabl. dojelitowe(20 mg) - 100 szt.,48.20
Controloc® 20 tabl. dojelitowe(20 mg) - 14 szt.,3.28
Controloc® 20 tabl. dojelitowe(20 mg) - 28 szt.,6.55
Controloc® 40 tabl. dojelitowe(40 mg) - 100 szt.,80.33
Controloc® 40 tabl. dojelitowe(40 mg) - 14 szt.,5.44
Controloc® 40 tabl. dojelitowe(40 mg) - 28 szt.,10.41
Controloc® proszek do sporz. roztw. do wstrz.(40 mg) - 1 fiolka,12.70
"Convafort® tabl. drażowane(15,7 mg) - 30 szt.",7.06
Convival Chrono tabl. o przedł. uwalnianiu(500 mg) - 50 szt.,0.00
Convulex® 150 kaps.(150 mg) - 100 szt.,5.08
Convulex® 300 kaps.(300 mg) - 100 szt.,1.09
Convulex® 500 kaps.(500 mg) - 100 szt.,0.00
Convulex® syrop(50 mg/ml) - but. 100 ml,9.10
Copper T 380 A wkładka - 1 szt. z aplikatorem,30.50
Crestor tabl. powl.(5 mg) - 28 szt.,110.48
Crinone żel dopochwowy(80 mg/g) - 15 aplikatorów,190.00
Crixivan® 400 kaps.(400 mg) - 180 szt.,1450.00
Crohnax czopki doodbytnicze(1000 mg) - 14 szt.,3.20
Crohnax czopki doodbytnicze(1000 mg) - 15 szt.,3.20
Crohnax czopki doodbytnicze(1000 mg) - 28 szt.,3.20
Crohnax czopki doodbytnicze(1000 mg) - 30 szt.,3.20
Crohnax czopki doodbytnicze(250 mg) - 30 szt.,3.20
Crohnax czopki doodbytnicze(500 mg) - 30 szt.,3.20
"CromoHEXAL® aerozol do nosa, roztw.(2,8 mg/dawkę) - 2 poj. 15 ml",22.15
"CromoHEXAL® krople do oczu, roztw.(20 mg/ml) - but. 10 ml",10.84
Crosuvo tabl. powl.(10 mg) - 28 szt.,2.49
Crosuvo tabl. powl.(20 mg) - 28 szt.,4.81
Crosuvo tabl. powl.(40 mg) - 28 szt.,8.97
Crosuvo tabl. powl.(5 mg) - 28 szt.,9.56
Crotamiton Farmapol maść(100 mg/g) - 40 g,13.06
Crotamiton Farmapol płyn na skórę(100 mg/g) - 100 g,14.81
Cue® krople do uszu - but. 15 ml,22.50
Cue® krople do uszu - but. 30 ml,25.50
Cuprenil® tabl. powl.(250 mg) - 30 szt.,3.20
Cordarone® roztw. do wstrz.(150 mg/3 ml) - 6 amp. 3 ml,26.40
Cordarone® tabl.(200 mg) - 30 szt.,24.96
Corectin  5 tabl. powl.(5 mg) - 60 szt.,3.20
Corectin 10 tabl. powl.(10 mg) - 60 szt.,6.40
Corhydron  25 proszek i rozp. do sporz. roztw. do wstrz. i (lub) inf.(25 mg) - 5 fiolek + 5 amp. rozp.,99.68
Corhydron 100 proszek i rozp. do sporz. roztw. do wstrz. i (lub) inf.(100 mg) - 5 fiolek + 5 amp. rozp.,119.30
Corneregel® żel do oczu(50 mg/g) - tuba  5 g,21.50
Coronal 10 tabl. powl.(10 mg) - 30 szt.,3.20
Coronal 10 tabl. powl.(10 mg) - 60 szt.,6.40
Coronal 5 tabl. powl.(5 mg) - 30 szt.,3.20
Coronal 5 tabl. powl.(5 mg) - 60 szt.,3.20
Coroswera tabl. powl.(10 mg+10 mg) - 30 szt.,14.25
Coroswera tabl. powl.(20 mg+10 mg) - 30 szt.,14.25
Corotrope® roztw. do wstrz.(1 mg/ml) - 10 amp. 10 ml,1874.08
"Corsodyl 0,1% płyn do płukania jamy ustnej(0,1%) - but. 200 ml",16.99
"Corsodyl 0,2% płyn do stos. w j. ustnej(0,2%) - but. 300 ml",19.99
Cortiment MMX tabl. o przedł. uwalnianiu(9 mg) - 30 szt.,3.20
Curacne® kaps. miękkie(10 mg) - 30 szt.,99.93
Curacne® kaps. miękkie(20 mg) - 30 szt.,149.88
Curacne® kaps. miękkie(40 mg) - 30 szt.,210.60
Curacne® kaps. miękkie(5 mg) - 30 szt.,72.61
"Curatoderm® maść(4,17 µg/g) - tuba 20 g",100.90
"Cusi® Erythromycin 0,5% maść do oczu(5 mg/g) - tuba 3,5 g",20.19
Cusicrom® 4% krople do oczu(40 mg/ml) - but. 10 ml,26.19
"Cusimolol® 0,5% krople do oczu(5 mg/ml) - but. 5 ml",3.11
Cutibaza krem - tuba 30 g,13.95
"Cutivate® krem(0,5 mg/g) - tuba 15 g",8.04
"Cutivate® maść(0,05 mg/g) - tuba 15 g",8.04
Cyclaid kaps. miękkie(100 mg) - 50 szt.,3.54
"Cortineff ophtalm. 0,1% maść do oczu(1 mg/g) - 3 g",24.00
Cortineff tabl.(100 µg) - 20 szt.,3.20
"Coryol tabl.(12,5 mg) - 30 szt.",7.54
Coryol tabl.(25 mg) - 30 szt.,7.91
"Coryol tabl.(3,125 mg) - 30 szt.",7.27
"Coryol tabl.(6,25 mg) - 30 szt.",6.16
Cosinus Spray Zatoki i nos spray do nosa - but. 60 ml,12.00
Cosinus Zatoki i nos tabl. - 30 szt.,14.34
CosmoFer roztw. do wstrz. i (lub) inf.(50 mg Fe 3+/ml) - 5 amp. 2 ml,153.90
"Cosopt® krople do oczu, roztw.((20 mg+5 mg)/ml) - but. 5 ml",12.01
Cozaar® tabl. powl.(100 mg) - 28 szt.,9.62
Cozaar® tabl. powl.(50 mg) - 28 szt.,5.59
"Cratonic tabl. powl.(124,8 mg) - 30 szt.",12.16
Cravisol® płyn doustny - but. 100 ml,12.91
Crestor tabl. powl.(10 mg) - 28 szt.,125.00
Crestor tabl. powl.(20 mg) - 28 szt.,189.00
Crestor tabl. powl.(40 mg) - 28 szt.,239.00
Cyclaid kaps. miękkie(25 mg) - 50 szt.,3.30
Cyclaid kaps. miękkie(50 mg) - 50 szt.,3.20
Cyclo 3 Fort® kaps. twarde - 30 szt.,25.00
"Cyclo-Progynova® tabl. powl.(2 mg+2 mg+0,5 mg) - 21 szt.",2.36
Cyclodynon® tabl. powl.(20 mg) - 30 szt.,42.13
Cyclogest globulki dopoch.(400 mg) - 15 szt.,93.49
"Cyclonamine 12,5% roztw. do wstrz.(250 mg/2 ml) - 5 amp. 2 ml",8.59
"Cyclonamine 12,5% roztw. do wstrz.(250 mg/2 ml) - 50 amp. 2 ml",63.97
Cyclonamine kaps. twarde(500 mg) - 30 szt.,47.30
Cyclonamine tabl.(250 mg) - 30 szt.,19.25
Cyclovena kaps. - 30 szt.,18.20
"Cymbalta kaps. dojelitowe, twarde(30 mg) - 7 szt.",35.41
"Cymbalta kaps. dojelitowe, twarde(60 mg) - 28 szt.",194.23
Cymevene® proszek do sporz. konc. roztw. do inf.(500 mg) - 1 fiolka,278.19
Cynacholin® płyn doustny - but. 100 ml,15.89
Cynarex® tabl.(250 mg) - 30 szt.,10.39
Cynek + Forte kaps. dojelit. o przedł. uwalnianiu - 20 szt.,11.50
Cynek + Forte kaps. dojelit. o przedł. uwalnianiu - 60 szt.,26.00
Cynek + SR kaps. o przedł. uwalnianiu - 30 szt.,17.30
Cynek + SR kaps. o przedł. uwalnianiu - 50 szt.,24.40
Crestor tabl. powl.(5 mg) - 28 szt.,110.48
Crinone żel dopochwowy(80 mg/g) - 15 aplikatorów,190.00
Crixivan® 400 kaps.(400 mg) - 180 szt.,1450.00
Crohnax czopki doodbytnicze(1000 mg) - 14 szt.,3.20
Crohnax czopki doodbytnicze(1000 mg) - 15 szt.,3.20
Crohnax czopki doodbytnicze(1000 mg) - 28 szt.,3.20
Crohnax czopki doodbytnicze(1000 mg) - 30 szt.,3.20
Crohnax czopki doodbytnicze(250 mg) - 30 szt.,3.20
Crohnax czopki doodbytnicze(500 mg) - 30 szt.,3.20
"CromoHEXAL® aerozol do nosa, roztw.(2,8 mg/dawkę) - 2 poj. 15 ml",22.15
"CromoHEXAL® krople do oczu, roztw.(20 mg/ml) - but. 10 ml",10.84
Crosuvo tabl. powl.(10 mg) - 28 szt.,2.49
Crosuvo tabl. powl.(20 mg) - 28 szt.,4.81
Crosuvo tabl. powl.(40 mg) - 28 szt.,8.97
Crosuvo tabl. powl.(5 mg) - 28 szt.,9.56
Crotamiton Farmapol maść(100 mg/g) - 40 g,13.06
Crotamiton Farmapol płyn na skórę(100 mg/g) - 100 g,14.81
Cue® krople do uszu - but. 15 ml,22.50
Cue® krople do uszu - but. 30 ml,25.50
Cuprenil® tabl. powl.(250 mg) - 30 szt.,3.20
"Cyprodiol tabl. powl.(2 mg+0,035 mg) - 21 szt.",5.36
"Cyprodiol tabl. powl.(2 mg+0,035 mg) - 63 szt.",14.39
Cyrdanax proszek do sporz. roztw. do inf.(500 mg) - 1 fiolka,868.99
Cystagon kaps. twarde(150 mg) - 100 szt.,1150.00
Cystagon kaps. twarde(50 mg) - 100 szt.,470.00
Cyto-Protectin MR tabl. powl. o zmodyf. uwalnianiu(35 mg) - 60 szt.,41.66
Cytosar® proszek do sporz. roztw. do wstrz.(1 g) - 1 fiolka,130.08
Cytosar® proszek i rozp. do sporz. roztw. do wstrz.(100 mg) - 1 fiolka + 1 amp. rozp.,12.19
Cytosar® proszek i rozp. do sporz. roztw. do wstrz.(500 mg) - 1 fiolka + 1 amp. rozp.,74.35
Curacne® kaps. miękkie(10 mg) - 30 szt.,99.93
Curacne® kaps. miękkie(20 mg) - 30 szt.,149.88
Curacne® kaps. miękkie(40 mg) - 30 szt.,210.60
Curacne® kaps. miękkie(5 mg) - 30 szt.,72.61
"Curatoderm® maść(4,17 µg/g) - tuba 20 g",100.90
"Cusi® Erythromycin 0,5% maść do oczu(5 mg/g) - tuba 3,5 g",20.19
Cusicrom® 4% krople do oczu(40 mg/ml) - but. 10 ml,26.19
"Cusimolol® 0,5% krople do oczu(5 mg/ml) - but. 5 ml",3.11
Cutibaza krem - tuba 30 g,13.95
"Cutivate® krem(0,5 mg/g) - tuba 15 g",8.04
"Cutivate® maść(0,05 mg/g) - tuba 15 g",8.04
Cyclaid kaps. miękkie(100 mg) - 50 szt.,3.54
Cytotec® tabl.(200 µg) - 30 szt.,747.13
Czopki glicerolowe Aflofarm czopki doodbytnicze(1 g) - 10 szt.,6.31
Czopki glicerolowe czopki doodbytnicze(1 g) - 10 szt.,3.80
Czopki glicerolowe czopki doodbytnicze(1 g) - 10 szt.,4.41
Czopki glicerolowe czopki doodbytnicze(2 g) - 10 szt.,5.16
Czopki glicerolowe czopki doodbytnicze(2 g) - 10 szt.,4.51
Czopki glicerolowe Gemi czopki doodbytnicze(1 g) - 10 szt.,4.48
Czopki glicerolowe Laboratorium Galenowe Olsztyn czopki doodbytnicze(1 g) - 10 szt.,6.04
Czopki glicerolowe Laboratorium Galenowe Olsztyn czopki doodbytnicze(2 g) - 10 szt.,6.90
Czopki glicerynowe Gemi czopki doodbytnicze(2 g) - 10 szt.,5.13
Czystek fix zioła do zaparzania - 20 saszetek 2 g,7.16
Czystek zioła do zaparzania - 100 g,16.04
D+ test paskowy - 50 szt.,3.20
"d-Szczepionka błonicza adsorbowana zaw. do wstrz.(5 j.m./dawkę) - 5 amp. 0,5 ml",1336.60
D-Vitum 1000 j.m. - witamina D dla niemowląt aerozol do stos. w j. ustnej(1000 j.m.) - but. 6 ml,20.00
D-Vitum 400 j.m. - witamina D dla niemowląt kaps. twist-off(400 j.m.) - 36 szt.,12.49
D-Vitum 400 j.m. - witamina D dla niemowląt kaps. twist-off(400 j.m.) - 48 szt.,13.16
D-Vitum 400 j.m. - witamina D dla niemowląt kaps. twist-off(400 j.m.) - 96 szt.,17.85
D-Vitum 800 j.m. - witamina D kaps. twist-off(800 j.m.) - 36 szt.,13.66
D-Vitum 800 j.m. - witamina D kaps. twist-off(800 j.m.) - 96 szt.,23.21
Dafnegin® globulki dopoch.(100 mg) - 6 szt.+ 6 osłonek na palec,42.28
Dafnegin® krem dopochwowy(10 mg/g) - tuba 78 g+ 14 aplikatorów,42.28
DaFurag Max tabl.(100 mg) - 15 szt.,11.21
DaFurag Max tabl.(100 mg) - 30 szt.,19.90
Dafurag zaw. doustna(10 mg/ml) - 1 but. 140 ml,28.45
Daivobet® maść maść - tuba 15 g,92.40
Daivobet® maść maść - tuba 30 g,166.92
Daivobet® żel żel - but. 15 g,59.14
Daivobet® żel żel - but. 30 g,29.26
Daivobet® żel żel - but. 60 g,50.42
Daktarin® - oral żel do stos. w j. ustnej(20 mg/g) - tuba 40 g,37.52
Daktarin® krem(20 mg/g) - tuba 15 g,22.19
Daktarin® puder leczniczy do rozpyl. na skórę(20 mg/g) - 100 g,36.62
Daktarin® puder leczniczy(20 mg/g) - 20 g,21.32
Dalacin® C granulat do sporz. syropu(75 mg/5 ml) - but. 80 ml,57.43
Dalacin® C kaps.(150 mg) - 16 szt.,6.41
Dalacin® C kaps.(300 mg) - 16 szt.,10.33
Dalacin® C kaps.(75 mg) - 16 szt.,6.26
Cyclaid kaps. miękkie(25 mg) - 50 szt.,3.30
Cyclaid kaps. miękkie(50 mg) - 50 szt.,3.20
Cyclo 3 Fort® kaps. twarde - 30 szt.,25.00
"Cyclo-Progynova® tabl. powl.(2 mg+2 mg+0,5 mg) - 21 szt.",2.36
Cyclodynon® tabl. powl.(20 mg) - 30 szt.,42.13
Cyclogest globulki dopoch.(400 mg) - 15 szt.,93.49
"Cyclonamine 12,5% roztw. do wstrz.(250 mg/2 ml) - 5 amp. 2 ml",8.59
"Cyclonamine 12,5% roztw. do wstrz.(250 mg/2 ml) - 50 amp. 2 ml",63.97
Cyclonamine kaps. twarde(500 mg) - 30 szt.,47.30
Cyclonamine tabl.(250 mg) - 30 szt.,19.25
Cyclovena kaps. - 30 szt.,18.20
"Cymbalta kaps. dojelitowe, twarde(30 mg) - 7 szt.",35.41
"Cymbalta kaps. dojelitowe, twarde(60 mg) - 28 szt.",194.23
Cymevene® proszek do sporz. konc. roztw. do inf.(500 mg) - 1 fiolka,278.19
Cynacholin® płyn doustny - but. 100 ml,15.89
Cynarex® tabl.(250 mg) - 30 szt.,10.39
Cynek + Forte kaps. dojelit. o przedł. uwalnianiu - 20 szt.,11.50
Cynek + Forte kaps. dojelit. o przedł. uwalnianiu - 60 szt.,26.00
Cynek + SR kaps. o przedł. uwalnianiu - 30 szt.,17.30
Cynek + SR kaps. o przedł. uwalnianiu - 50 szt.,24.40
Dalacin® C roztw. do wstrz. i (lub) inf.(150 mg/ml) - 1 amp. 2 ml,13.88
Dalacin® C roztw. do wstrz. i (lub) inf.(150 mg/ml) - 1 amp. 4 ml,15.23
Dalacin® C roztw. do wstrz. i (lub) inf.(150 mg/ml) - 1 amp. 6 ml,23.50
Dalacin® krem dopochwowy(20 mg/g) - tuba 40 g,98.93
Dalacin® T emulsja na skórę(10 mg/ml) - but. 30 ml,60.19
Dalacin® T płyn na skórę(10 mg/ml) - but. 30 ml,59.70
Dalacin® T żel(10 mg/g) - tuba 30 g,60.19
Dalfaz® SR 5 tabl. powl. o przedł. uwalnianiu(5 mg) - 20 szt.,5.11
Dalfaz® Uno tabl. o przedł. uwalnianiu(10 mg) - 30 szt.,8.71
Dampiryna tabl.(400 mg+50 mg) - 10 szt.,6.54
Dampiryna tabl.(400 mg+50 mg) - 20 szt.,8.27
Danazol Jelfa tabl.(200 mg) - 100 szt.,161.95
Danazol Polfarmex tabl.(200 mg) - 100 szt. (fiolka),3.56
Daneb tabl.(5 mg) - 28 szt.,3.20
"Cyprodiol tabl. powl.(2 mg+0,035 mg) - 21 szt.",5.36
"Cyprodiol tabl. powl.(2 mg+0,035 mg) - 63 szt.",14.39
Cyrdanax proszek do sporz. roztw. do inf.(500 mg) - 1 fiolka,868.99
Cystagon kaps. twarde(150 mg) - 100 szt.,1150.00
Cystagon kaps. twarde(50 mg) - 100 szt.,470.00
Cyto-Protectin MR tabl. powl. o zmodyf. uwalnianiu(35 mg) - 60 szt.,41.66
Cytosar® proszek do sporz. roztw. do wstrz.(1 g) - 1 fiolka,130.08
Cytosar® proszek i rozp. do sporz. roztw. do wstrz.(100 mg) - 1 fiolka + 1 amp. rozp.,12.19
Cytosar® proszek i rozp. do sporz. roztw. do wstrz.(500 mg) - 1 fiolka + 1 amp. rozp.,74.35
Dasselta tabl. powl.(5 mg) - 10 szt.,10.25
Dasselta tabl. powl.(5 mg) - 30 szt.,6.83
Dasselta tabl. powl.(5 mg) - 90 szt.,16.95
Davercin® roztw. na skórę(25 mg/ml) - but. 30 ml,28.03
Davercin® tabl. powl.(250 mg) - 16 szt.,23.00
Davercin® żel(25 mg/g) - tuba 30 g,28.75
Daxas tabl. powl.(500 µg) - 30 szt.,271.73
"Daylette tabl. powl.(3 mg+0,02 mg) - 28 szt. (24 szt.+4 szt.)",38.34
"Debelizyna pasta doustna(654,5 mg/g) - tuba 100 g",18.49
Debretin tabl. powl.(100 mg) - 100 szt.,52.07
Debretin tabl. powl.(100 mg) - 30 szt.,22.23
"Debridat granulat do sporz. zaw. doustnej(7,87 mg/g) - but. 250 ml",20.51
Debridat tabl. powl.(100 mg) - 30 szt.,21.42
Debutir® kaps.(150 mg) - 60 szt.,42.00
Deca-Durabolin® roztw. do wstrz.(50 mg/ml) - 1 amp. 1 ml,57.47
Decaldol® roztw. do wstrz.(50 mg/ml) - 5 amp. 1 ml,0.00
"Decapeptyl® 0,1 mg roztw. do wstrz.(0,1 mg/ml) - 7 amp.-strzyk. 1 ml",300.62
Decilosal tabl.(100 mg) - 28 szt.,53.69
Decilosal tabl.(100 mg) - 56 szt.,75.56
Cytotec® tabl.(200 µg) - 30 szt.,747.13
Czopki glicerolowe Aflofarm czopki doodbytnicze(1 g) - 10 szt.,6.31
Czopki glicerolowe czopki doodbytnicze(1 g) - 10 szt.,3.80
Czopki glicerolowe czopki doodbytnicze(1 g) - 10 szt.,4.41
Czopki glicerolowe czopki doodbytnicze(2 g) - 10 szt.,5.16
Czopki glicerolowe czopki doodbytnicze(2 g) - 10 szt.,4.51
Czopki glicerolowe Gemi czopki doodbytnicze(1 g) - 10 szt.,4.48
Czopki glicerolowe Laboratorium Galenowe Olsztyn czopki doodbytnicze(1 g) - 10 szt.,6.04
Czopki glicerolowe Laboratorium Galenowe Olsztyn czopki doodbytnicze(2 g) - 10 szt.,6.90
Czopki glicerynowe Gemi czopki doodbytnicze(2 g) - 10 szt.,5.13
Czystek fix zioła do zaparzania - 20 saszetek 2 g,7.16
Czystek zioła do zaparzania - 100 g,16.04
D+ test paskowy - 50 szt.,3.20
"d-Szczepionka błonicza adsorbowana zaw. do wstrz.(5 j.m./dawkę) - 5 amp. 0,5 ml",1336.60
D-Vitum 1000 j.m. - witamina D dla niemowląt aerozol do stos. w j. ustnej(1000 j.m.) - but. 6 ml,20.00
D-Vitum 400 j.m. - witamina D dla niemowląt kaps. twist-off(400 j.m.) - 36 szt.,12.49
D-Vitum 400 j.m. - witamina D dla niemowląt kaps. twist-off(400 j.m.) - 48 szt.,13.16
D-Vitum 400 j.m. - witamina D dla niemowląt kaps. twist-off(400 j.m.) - 96 szt.,17.85
D-Vitum 800 j.m. - witamina D kaps. twist-off(800 j.m.) - 36 szt.,13.66
Deespa tabl.(40 mg) - 20 szt.,9.00
Deespa tabl.(40 mg) - 40 szt.,15.45
"Deflegmin® Baby krople doustne, roztw.(7,5 mg/ml) - but. 50 ml",18.20
Deflegmin® Junior syrop(15 mg/5 ml) - but. 120 ml,13.83
Deflegmin® kaps. o przedł. uwalnianiu(75 mg) - 10 szt.,17.40
Deflegmin® syrop(30 mg/5 ml) - but. 120 ml,15.56
